story_id,original_config_name,test_type,genre,structure,temperature,seed,is_baseline,distinct_avg,diversity_group_score,alpha_genre,alpha_value,distinct_score,self_bleu_group,one_minus_self_bleu,avg_semantic_continuity,semantic_continuity_sentence_count,semantic_continuity_std,low_continuity_points,high_continuity_segments,semantic_continuity_median,semantic_continuity_max,semantic_continuity_min,pseudo_ppl,err_per_100w,error_count,fluency_word_count,correlation_coefficient,direction_consistency,classification_agreement,roberta_avg_score,reagan_classification,chapter_count,major_disagreements,roberta_std,labmt_std,emotion_correlation,roberta_scores_str,labmt_scores_str,tp_coverage,tp_m,tp_n,tp_completion_rate,li_function_diversity,total_events,total_words,total_sentences,wall_time_sec,peak_mem_mb,tokens_total,cost_usd,diversity_score_seed
horror_nonlinear_T0.9_s3,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.9_s3,horror,horror,nonlinear,0.9,3,0,0.6172654845154845,0.4210044999546898,0.6,0.6,0.2230379172994799,0.1122987012005211,0.8877012987994789,0.436,548.0,0.1852813640945639,77.0,19.0,0.4152202904224396,0.9436815977096558,-0.0209527239203453,2.116006355805206,0.0730660334277102,8.0,10693.0,-0.0789,0.0789,False,0.0316101443916906,Cinderella,8.0,4.0,0.3752287294104757,0.0238515198677149,-0.0779837997535402,"-0.0302,-0.052,0.7848,-0.0887,0.442,-0.0365,-0.4743,-0.2921","0.2018,0.2305,0.2036,0.2681,0.2391,0.2352,0.2294,0.1883",5/5,5.0,5.0,1.0,6.0,25.0,11020.0,546.0,684.369832277298,83.453125,99813.0,1.5516100000000008,0.6885495423239976
horror_linear_T0.9_s1,thelittleredridinghood_horror-suspenserewrite_linear_T0.9_s1,horror,horror,linear,0.9,1,0,0.6063644310235219,0.1433189608868372,0.6,0.6,0.0,0.138213836111886,0.8617861638881139,0.436,590.0,0.1694025882942634,78.0,23.0,0.4169195294380188,0.9635570645332336,0.0253156926482915,2.0515788879074717,0.1108647450110864,13.0,11421.0,0.7041,0.7041,False,0.1865150698593684,Oedipus,7.0,3.0,0.4037797667045738,0.061853167143763,0.7042083629503131,"0.5647,0.4567,0.656,-0.4276,-0.3513,0.0659,0.3411","0.2654,0.2837,0.2573,0.2218,0.1118,0.2374,0.325",5/5,5.0,5.0,1.0,9.0,100.0,11811.0,583.0,581.9776680469513,83.203125,84399.0,1.2869499999999998,0.6598922929930231
horror_nonlinear_T0.9_s2,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.9_s2,horror,horror,nonlinear,0.9,2,0,0.6430720945720946,0.4210044999546898,0.6,0.6,0.9374689348102596,0.1567707848673858,0.8432292151326142,0.434,313.0,0.1716445319611259,44.0,14.0,0.4246029853820801,0.9024392366409302,0.0377512238919734,2.15822428020309,0.1574059499449079,10.0,6236.0,0.535,0.535,True,0.1197251184420152,Rags to riches,8.0,4.0,0.3617026333882572,0.0644808292731258,0.5351399590158148,"-0.2,-0.2959,0.4567,0.2309,0.0939,-0.3832,0.6997,0.3559","0.2036,0.1081,0.3058,0.256,0.1661,0.1751,0.1745,0.2945",5/5,5.0,5.0,1.0,10.0,53.0,6405.0,310.0,376.21214485168457,80.859375,54577.0,0.88123,0.6965602778016544
horror_nonlinear_T0.3_s3,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.3_s3,horror,horror,nonlinear,0.3,3,0,0.6346927617836708,0.1306067275822552,0.6,0.6,0.7054952181166316,0.1737294268976121,0.8262705731023878,0.4276,310.0,0.160358503323725,50.0,15.0,0.4184419810771942,0.9006513953208923,0.0454557202756404,2.0807592477878436,0.1160862354892205,7.0,5907.0,0.7416,0.7416,False,0.1341729872756534,Rags to riches,7.0,4.0,0.3432104132381505,0.0530252346548705,0.7415009070328272,"-0.3001,0.5562,-0.1713,0.3691,-0.178,0.5904,0.0729","0.2066,0.3123,0.1462,0.273,0.2048,0.2354,0.1723",5/5,5.0,5.0,1.0,9.0,79.0,6074.0,309.0,404.27926301956177,83.609375,55408.0,0.8762799999999997,0.6808159051203383
horror_nonlinear_T0.7_s2,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.7_s2,horror,horror,nonlinear,0.7,2,0,0.6581303696303696,0.902032969358962,0.6,0.6,1.0,0.035500757645341,0.9644992423546588,0.4018,219.0,0.1744811492875352,31.0,14.0,0.4035141468048095,0.8130882978439331,-0.0552488267421722,2.06280966408656,0.1262626262626262,5.0,3852.0,0.9067,0.9067,True,0.1029792690277099,Rags to riches,5.0,1.0,0.1952931273752356,0.042882136140822,0.906665472049146,"-0.2494,0.1152,0.0819,0.2651,0.3021","0.13,0.2351,0.1721,0.2308,0.2366",5/5,5.0,5.0,1.0,10.0,41.0,3990.0,217.0,223.6728248596191,79.96875,30173.0,0.5070299999999998,0.7889348647638481
horror_linear_T0.7_s1,thelittleredridinghood_horror-suspenserewrite_linear_T0.7_s1,horror,horror,linear,0.7,1,0,0.6200582584082583,0.7390737608159912,0.6,0.6,0.3003531589958965,0.1645020515309894,0.8354979484690106,0.4297,858.0,0.175812295308166,132.0,40.0,0.4077366292476654,0.9315360188484192,-0.0013000799808651,2.380714341230337,0.2495165616617803,40.0,15692.0,0.4263,0.4263,True,0.2115967604849073,Tragedy,9.0,3.0,0.3098173563908059,0.0545696112239752,0.4265755236304716,"0.1842,0.6857,0.5579,0.2304,-0.0479,-0.3381,0.2267,-0.0695,0.4749","0.2726,0.2585,0.2461,0.1938,0.2244,0.2067,0.1649,0.0803,0.2008",5/5,5.0,5.0,1.0,7.0,34.0,16132.0,854.0,837.3901822566986,69.03125,123629.0,1.852029999999998,0.6464255481197695
horror_nonlinear_T0.7_s3,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.7_s3,horror,horror,nonlinear,0.7,3,0,0.6129849674135389,0.902032969358962,0.6,0.6,0.1045359450564445,0.1332536717786024,0.8667463282213976,0.4351,589.0,0.1733663224873495,82.0,34.0,0.4220926463603973,0.9310692548751832,-0.0799881815910339,2.4094205744672843,0.1715885487221168,19.0,10774.0,-0.4076,0.4076,True,0.073397192855676,Tragedy,8.0,3.0,0.2685920186826109,0.0586252811826945,-0.4076605828462988,"-0.1841,0.4573,0.3329,0.2558,0.0713,0.1911,-0.1816,-0.3555","0.2806,0.1811,0.0642,0.1941,0.2094,0.1361,0.1981,0.1533",5/5,5.0,5.0,1.0,9.0,31.0,11165.0,583.0,656.1215662956238,82.40625,94645.0,1.4569900000000002,0.6738384388892926
horror_nonlinear_T0.3_s2,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.3_s2,horror,horror,nonlinear,0.3,2,0,0.6323229847076002,0.1306067275822552,0.6,0.6,0.6398902338115647,0.222001446433167,0.777998553566833,0.4186,368.0,0.1697897798338711,53.0,18.0,0.4014334678649902,0.911390781402588,-0.0218635182827711,2.1207308543665087,0.0979843225083986,7.0,6986.0,0.449,0.449,False,0.347435317875503,Rags to riches,7.0,2.0,0.2517143603048373,0.0455854568645639,0.4491330099107332,"0.3084,0.2826,0.0832,0.7425,0.2411,0.0729,0.7013","0.2819,0.2506,0.3179,0.2835,0.2664,0.1715,0.3129",5/5,5.0,5.0,1.0,8.0,87.0,7214.0,370.0,405.6819062232971,82.265625,59495.0,0.9507899999999998,0.6420788004677904
horror_linear_T0.3_s1,thelittleredridinghood_horror-suspenserewrite_linear_T0.3_s1,horror,horror,linear,0.3,1,0,0.6097109002109002,0.0338021417694732,0.6,0.6,0.0138965639890081,0.173974264115064,0.826025735884936,0.4109,498.0,0.1741815954844424,64.0,23.0,0.3858331739902496,0.9165937900543212,0.0155216306447982,2.0348660062491097,0.1898133502056311,18.0,9262.0,0.1072,0.1072,True,0.0231061175272062,Tragedy,7.0,3.0,0.346356704769484,0.0569320110091942,0.1069382407044891,"0.2359,0.1159,-0.6062,0.099,0.5974,-0.1622,-0.118","0.2421,0.2888,0.1334,0.2391,0.1203,0.2222,0.1818",5/5,5.0,5.0,1.0,9.0,74.0,9536.0,492.0,400.56578516960144,89.390625,66416.0,1.0242800000000003,0.6560965789527994
romantic_linear_T0.9_s2,thelittleredridinghood_romanticrewrite_linear_T0.9_s2,romantic,romantic,linear,0.9,2,0,0.6178798487227058,0.9020706239881152,0.6,0.6,0.3206971982886841,0.1099602767893411,0.8900397232106588,0.4213,943.0,0.1711251926004834,127.0,44.0,0.403350755572319,0.9367284178733826,-0.1054274886846542,1.9366192110806888,0.194784114273347,36.0,18027.0,-0.0672,0.0672,True,0.5724745978911718,Rags to riches,8.0,7.0,0.3182925420800022,0.0469540583309898,-0.0673560391329148,"0.2012,0.7052,0.9957,0.5896,0.7055,-0.0549,0.6149,0.8225","0.3237,0.2609,0.2835,0.2047,0.2181,0.277,0.2462,0.3532",5/5,5.0,5.0,1.0,9.0,122.0,18565.0,935.0,1015.9570498466492,80.84375,149428.0,2.219079999999999,0.6728918028780311
romantic_nonlinear_T0.3_s1,thelittleredridinghood_romanticrewrite_nonlinear_T0.3_s1,romantic,romantic,nonlinear,0.3,1,0,0.6173942557442558,0.7980171436990946,0.6,0.6,0.3067817630886356,0.1378835267389254,0.8621164732610745,0.4329,565.0,0.1878784009599257,75.0,27.0,0.3998418152332306,0.951370894908905,0.0006762780249118,2.062261098662433,0.1303052866716307,14.0,10449.0,-0.3909,0.3909,True,0.5497843596842383,Tragedy,7.0,3.0,0.185175667286774,0.0527255891868648,-0.3909885392674042,"0.4879,0.8701,0.3857,0.7596,0.3258,0.5777,0.4416","0.2239,0.2073,0.3437,0.2356,0.2172,0.1587,0.2598",5/5,5.0,5.0,1.0,9.0,112.0,10793.0,559.0,724.0115520954132,34.859375,98973.0,1.54991,0.6751311301142557
romantic_nonlinear_T0.7_s1,thelittleredridinghood_romanticrewrite_nonlinear_T0.7_s1,romantic,romantic,nonlinear,0.7,1,0,0.6242636807636808,0.5651799126322521,0.6,0.6,0.5036360072016985,0.1643826557276776,0.8356173442723224,0.4371,475.0,0.1709386047256768,75.0,20.0,0.4234871417284012,0.9915152788162231,0.0053735859692096,1.956100138856733,0.157612693075549,15.0,9251.0,0.9356,0.9356,False,0.3356737852096557,Oedipus,5.0,3.0,0.3769012528501331,0.0480534452458926,0.9356563999590998,"0.4847,0.7043,-0.1613,-0.0652,0.7158","0.2816,0.2806,0.2099,0.2077,0.3338",5/5,5.0,5.0,1.0,8.0,55.0,9562.0,469.0,500.0854799747467,79.625,68110.0,1.05152,0.6690123266132729
romantic_linear_T0.9_s3,thelittleredridinghood_romanticrewrite_linear_T0.9_s3,romantic,romantic,linear,0.9,3,0,0.6563743756243756,0.9020706239881152,0.6,0.6,1.0,0.0902982333314669,0.9097017666685332,0.3986,296.0,0.171378232199008,38.0,16.0,0.3697523474693298,0.9005451202392578,0.051467977464199,2.235748801763281,0.2805540943363142,16.0,5610.0,0.5597,0.5597,True,0.5643390549553765,Tragedy,6.0,3.0,0.1994422758316022,0.040527908765305,0.5593330507306727,"0.3288,0.8628,0.4451,0.6788,0.7156,0.3548","0.2854,0.2885,0.2119,0.2816,0.2609,0.1824",5/5,5.0,5.0,1.0,9.0,35.0,5740.0,292.0,3725.8516159057617,32.671875,64802.0,0.9988400000000004,0.7405824274945456
romantic_linear_T0.7_s3,thelittleredridinghood_romanticrewrite_linear_T0.7_s3,romantic,romantic,linear,0.7,3,0,0.6292159840159841,0.1141596173362987,0.6,0.6,0.6455520934234881,0.2590716247851012,0.7409283752148987,0.4289,564.0,0.1930666693074946,72.0,22.0,0.3897659182548523,0.9525166749954224,-0.0559372901916503,2.1742286607955355,0.1089720305121685,12.0,10764.0,0.6832,0.6832,True,0.4387894164948236,Tragedy,7.0,4.0,0.3529840928369412,0.0612708606708518,0.6830570413868853,"0.5869,0.2034,0.7293,0.8266,-0.2988,0.4607,0.5634","0.2748,0.2604,0.2967,0.2378,0.1351,0.1887,0.3298",5/5,5.0,5.0,1.0,9.0,105.0,11082.0,561.0,595.255133152008,33.0,86234.0,1.2810600000000003,0.5988387855439898
romantic_nonlinear_T0.9_s1,thelittleredridinghood_romanticrewrite_nonlinear_T0.9_s1,romantic,romantic,nonlinear,0.9,1,0,0.6031665001665001,0.6483726754994226,0.6,0.6,0.0,0.1529286354324846,0.8470713645675154,0.4237,910.0,0.1610819889402127,128.0,38.0,0.4070631861686706,0.9360053539276124,-0.0035256100818514,2.0884557623682465,0.3138373751783166,55.0,16936.0,0.572,0.572,True,0.2787198391225603,Rags to riches,6.0,4.0,0.3598330465492141,0.0466878880320034,0.5721831895495862,"0.3567,-0.1721,0.2377,-0.1655,0.7221,0.6934","0.1289,0.2057,0.1985,0.1602,0.266,0.2453",5/5,5.0,5.0,1.0,9.0,55.0,17607.0,901.0,888.557980298996,37.203125,137345.0,2.034829999999999,0.6469392815552004
romantic_linear_T0.3_s2,thelittleredridinghood_romanticrewrite_linear_T0.3_s2,romantic,romantic,linear,0.3,2,0,0.6143471265576529,0.4438205707675165,0.6,0.6,0.2194614544678463,0.1541448762309334,0.8458551237690666,0.4331,540.0,0.1703912303337172,82.0,27.0,0.4125440716743469,0.914890468120575,0.0325808152556419,1.8575056594936108,0.336367233874159,34.0,9897.0,-0.12,0.12,True,0.4728241852351598,Tragedy,7.0,4.0,0.2751450096340666,0.0678606976512494,-0.1199079795504111,"0.077,0.8505,0.723,0.5549,0.4842,0.5427,0.0775","0.3196,0.2609,0.2715,0.096,0.2095,0.1751,0.1976",5/5,5.0,5.0,1.0,9.0,89.0,10170.0,536.0,714.73823595047,39.65625,104846.0,1.5879200000000004,0.6687649255276981
romantic_linear_T0.3_s3,thelittleredridinghood_romanticrewrite_linear_T0.3_s3,romantic,romantic,linear,0.3,3,0,0.6181164549735978,0.4438205707675165,0.6,0.6,0.3274775248138376,0.1796190262448141,0.8203809737551859,0.4248,709.0,0.1514648493664314,102.0,29.0,0.4098483026027679,0.9492470026016236,0.0338917635381221,2.0541718873387356,0.1009489198465576,15.0,14427.0,0.4148,0.4148,True,0.4803175420988173,Tragedy,7.0,1.0,0.1163430886890763,0.0487880756592285,0.4143272237996618,"0.5707,0.3461,0.441,0.7146,0.4186,0.482,0.3891","0.3104,0.2662,0.2519,0.2956,0.1511,0.252,0.2888",5/5,5.0,5.0,1.0,8.0,81.0,14927.0,705.0,1006.7686347961426,34.734375,122203.0,1.8077099999999997,0.6366831017423611
romantic_linear_T0.7_s2,thelittleredridinghood_romanticrewrite_linear_T0.7_s2,romantic,romantic,linear,0.7,2,0,0.610812581358036,0.1141596173362987,0.6,0.6,0.1181734687068069,0.1842436790952982,0.8157563209047017,0.4201,911.0,0.1772511888307978,129.0,40.0,0.3908853679895401,0.9455052614212036,-0.0209209714084863,2.3411144402544335,0.1693193362682018,30.0,17268.0,0.2993,0.2993,False,0.3178999094736008,Rags to riches,7.0,2.0,0.2746083288717119,0.0506086344169749,0.2992853798259637,"0.3696,0.0585,0.7811,-0.0673,0.2665,0.2136,0.6033","0.3373,0.2619,0.2751,0.1886,0.1944,0.2169,0.2013",5/5,5.0,5.0,1.0,9.0,42.0,17829.0,904.0,1261.1794409751892,32.625,127898.0,1.939840000000001,0.6254487452677434
romantic_nonlinear_T0.7_s3,thelittleredridinghood_romanticrewrite_nonlinear_T0.7_s3,romantic,romantic,nonlinear,0.7,3,0,0.6341015708429503,0.5651799126322521,0.6,0.6,0.7855563149051373,0.1317577160696513,0.8682422839303486,0.4278,842.0,0.1777728985987297,116.0,39.0,0.4137934446334839,0.942211389541626,-0.0255412794649601,1.9666523362257775,0.1341595860218488,21.0,15189.0,-0.06,0.06,False,0.4323997954527537,Tragedy,8.0,4.0,0.2832078187369656,0.0683562165698921,-0.0599724873263194,"0.4798,0.8151,0.7086,0.7025,-0.0708,0.3304,0.3218,0.1719","0.2053,0.2205,0.3075,0.3424,0.3228,0.2116,0.1385,0.3127",5/5,5.0,5.0,1.0,8.0,99.0,15721.0,837.0,874.7633640766144,33.078125,115128.0,1.7958,0.6707967342674366
romantic_linear_T0.9_s1,thelittleredridinghood_romanticrewrite_linear_T0.9_s1,romantic,romantic,linear,0.9,1,0,0.6278376623376624,0.9020706239881152,0.6,0.6,0.6060541046742947,0.1690157848435674,0.8309842151564326,0.4232,515.0,0.1798291937197715,75.0,24.0,0.3981180042028427,0.9571070671081544,0.0582449696958065,2.211984200817494,0.2585711549511588,27.0,10241.0,0.3651,0.3651,False,0.3828808387120564,Rags to riches,7.0,3.0,0.4126643212598059,0.0350465579549518,0.3649294873429114,"0.4727,0.3263,0.4832,-0.5597,0.6055,0.5017,0.8504","0.3355,0.2374,0.2602,0.2349,0.2706,0.3107,0.2532",5/5,5.0,5.0,1.0,8.0,82.0,10486.0,514.0,587.8786497116089,31.921875,75808.0,1.2164800000000004,0.663317842747506
romantic_nonlinear_T0.3_s2,thelittleredridinghood_romanticrewrite_nonlinear_T0.3_s2,romantic,romantic,nonlinear,0.3,2,0,0.6389748712825636,0.7980171436990946,0.6,0.6,0.9252084505152056,0.1128619443960185,0.8871380556039815,0.4167,344.0,0.1804978548083089,53.0,21.0,0.4084524512290954,0.8995384573936462,-0.0229723528027534,2.244212835287214,0.2185951617604197,15.0,6679.0,0.6866,0.6866,True,0.3394847543466658,Tragedy,7.0,2.0,0.2208219580178954,0.050604742860724,0.6866919544629554,"0.6019,0.0616,0.4615,0.6094,0.4008,0.1838,0.0575","0.2892,0.2303,0.289,0.2452,0.2237,0.2418,0.1265",5/5,5.0,5.0,1.0,10.0,66.0,6883.0,339.0,543.3690297603607,74.234375,88413.0,1.3496299999999994,0.7177169011537774
romantic_nonlinear_T0.3_s3,thelittleredridinghood_romanticrewrite_nonlinear_T0.3_s3,romantic,romantic,nonlinear,0.3,3,0,0.6150223318348318,0.7980171436990946,0.6,0.6,0.2388105301305616,0.1508647426588834,0.8491352573411166,0.43,628.0,0.1769147359949469,95.0,26.0,0.4079886078834533,0.9313093423843384,0.0145023483783006,2.1380470948869497,0.1003086419753086,13.0,12627.0,-0.2159,0.2159,False,0.55326831854052,Tragedy,6.0,3.0,0.2226818913208306,0.0388499964249962,-0.2163381720080694,"0.4222,0.8529,0.7664,0.6001,0.1791,0.499","0.2602,0.2898,0.3246,0.2945,0.3373,0.3814",5/5,5.0,5.0,1.0,7.0,24.0,13028.0,629.0,681.8589870929718,31.78125,102936.0,1.5490400000000009,0.6603408182289572
romantic_nonlinear_T0.7_s2,thelittleredridinghood_romanticrewrite_nonlinear_T0.7_s2,romantic,romantic,nonlinear,0.7,2,0,0.6378182442557443,0.5651799126322521,0.6,0.6,0.8920634728145379,0.1792413608718214,0.8207586391281785,0.4386,473.0,0.1728388565339114,65.0,17.0,0.4275132566690445,0.927095890045166,-0.0603022836148738,2.211808195409589,0.3072021845488679,27.0,8571.0,0.5018,0.5018,True,0.2742306159602271,Rags to riches,6.0,1.0,0.2819395069080521,0.0543290182335574,0.501565277882448,"0.2004,0.335,-0.0372,0.2322,0.846,0.069","0.1927,0.2934,0.1854,0.1333,0.2705,0.2379",5/5,5.0,5.0,1.0,8.0,64.0,8823.0,467.0,589.5841648578644,33.84375,81348.0,1.2803399999999987,0.6670384490571716
romantic_nonlinear_T0.9_s2,thelittleredridinghood_romanticrewrite_nonlinear_T0.9_s2,romantic,romantic,nonlinear,0.9,2,0,0.6363408535908537,0.6483726754994226,0.6,0.6,0.8497265054884021,0.1071910569522202,0.8928089430477797,0.4318,509.0,0.1705578656819991,66.0,23.0,0.4061271548271179,0.9415180683135986,-0.0686831325292587,2.1596792981124935,0.1243265644426025,12.0,9437.0,0.7123,0.7123,True,0.4391595972908867,Tragedy,6.0,1.0,0.1820401855818288,0.0609353391354766,0.7124064112414374,"0.4427,0.5504,0.6858,0.4786,0.0909,0.3865","0.1828,0.259,0.3286,0.236,0.1866,0.141",5/5,5.0,5.0,1.0,10.0,102.0,9725.0,507.0,517.9572970867157,39.953125,72891.0,1.1160500000000004,0.7067910959720995
romantic_linear_T0.3_s1,thelittleredridinghood_romanticrewrite_linear_T0.3_s1,romantic,romantic,linear,0.3,1,0,0.6139569030969032,0.4438205707675165,0.6,0.6,0.208278983710273,0.160900816941394,0.8390991830586059,0.4086,690.0,0.1531439143003904,102.0,36.0,0.3907057642936706,0.8936865925788879,0.0166116785258054,1.9272096581743696,0.0895054822107854,12.0,13028.0,0.2856,0.2856,False,0.4731116538246473,Oedipus,6.0,3.0,0.330090159400933,0.056984922469798,0.2860051547063789,"0.719,0.5879,0.0102,0.1988,0.3299,0.9928","0.3397,0.1899,0.2213,0.1683,0.187,0.1969",5/5,5.0,5.0,1.0,9.0,49.0,13463.0,685.0,667.0837550163269,80.328125,107617.0,1.563649999999999,0.652100672940968
romantic_linear_T0.7_s1,thelittleredridinghood_romanticrewrite_linear_T0.7_s1,romantic,romantic,linear,0.7,1,0,0.6236970075379167,0.1141596173362987,0.6,0.6,0.4873970892134447,0.2386464285376583,0.7613535714623416,0.4162,586.0,0.1532976189652833,80.0,27.0,0.400249183177948,0.8635977506637573,-0.0017819833010435,2.4790591604833243,0.0434858236214993,5.0,11219.0,0.4656,0.4656,False,0.1446471770604451,Rags to riches,7.0,3.0,0.3063425387052998,0.0501605056446863,0.4655072870130309,"-0.2555,0.6285,0.2061,0.223,-0.322,0.3184,0.2141","0.2405,0.2762,0.2202,0.2667,0.1342,0.1522,0.2078",5/5,5.0,5.0,1.0,8.0,26.0,11550.0,578.0,683.5122630596161,32.921875,79741.0,1.2290299999999996,0.6109998509068906
romantic_nonlinear_T0.9_s3,thelittleredridinghood_romanticrewrite_nonlinear_T0.9_s3,romantic,romantic,nonlinear,0.9,3,0,0.6073103827990192,0.6483726754994226,0.6,0.6,0.0178124271175043,0.1706553700664405,0.8293446299335594,0.4191,1165.0,0.1728980200254001,168.0,56.0,0.3966158926486969,0.957123637199402,-0.0064620655030012,1.9103913677954631,0.0690935786155374,16.0,22461.0,0.4573,0.4573,True,0.5164335360129674,Tragedy,8.0,3.0,0.2128500231236774,0.0637652812567309,0.4569674873994267,"0.7312,0.888,0.2113,0.4627,0.3204,0.3915,0.6724,0.454","0.3232,0.2767,0.2765,0.3153,0.2281,0.1388,0.3513,0.2246",5/5,5.0,5.0,1.0,10.0,62.0,23290.0,1154.0,1189.8648371696472,39.3125,175178.0,2.6020199999999996,0.6267366219409751
simple_baseline_s3_Tbaseline_sbaseline,simple_baseline_s3,simple_baseline_analysis,baseline,baseline,0.7,3,1,0.7069578421578422,0.6586365923492313,0.6,0.6,1.0,,,0.2606539082874481,400.0,0.1270874191518084,59.0,30.0,0.2500121891498565,0.9516079425811768,-0.0219111405313015,3.8519177203444985,0.0,0.0,3136.0,0.2131,0.4783,False,-0.1846857420643214,Icarus,24.0,0.0,0.4538253951760011,0.0679394290992867,0.2131,"0.0158,0.0027,-0.421,0.0854,-0.0412,0.0839,0.0534,0.3843,0.1719,-0.0011,0.4674,-0.2193,-0.9614,-0.6,-0.2699,-0.8656,-0.9883,-0.9529,0.146,-0.9926,0.0782,0.2816,0.1823,-0.0719","0.3544,0.2916,0.3064,0.3156,0.3693,0.2919,0.1825,0.2029,0.2771,0.3342,0.3051,0.2546,0.3691,0.2173,0.2046,0.1738,0.2979,0.2975,0.2302,0.2156,0.3806,0.4526,0.3113,0.2832",5/5,5.0,5.0,1.0,9.0,24.0,3152.0,385.0,65.0,71.17000000000002,4076.0,0.0627703999999999,0.7069578421578422
simple_baseline_s1_Tbaseline_sbaseline,simple_baseline_s1,simple_baseline_analysis,baseline,baseline,0.7,1,1,0.6598736263736263,0.6598736263736263,0.6,0.6,0.6598736263736263,,,0.2340369023681294,369.0,0.1163314657987968,48.0,22.0,0.2206367179751396,0.6327840089797974,-0.0549778118729591,2.321079077069624,6.79,178.0,2622.0,0.7462,0.5556,True,0.144119556248188,Rags to riches,10.0,0.0,0.4063804763679561,0.0562702129460323,0.7462,"-0.1896,-0.1885,-0.4871,0.5958,0.3798,0.0439,0.3105,-0.3143,0.5418,0.7488","0.2481,0.2892,0.1824,0.3085,0.3223,0.2644,0.2173,0.2301,0.3814,0.3202",5/5,5.0,5.0,1.0,9.0,34.0,2622.0,370.0,55.0,64.7,3408.0,0.0524832,0.6598736263736263
simple_baseline_s2_Tbaseline_sbaseline,simple_baseline_s2,simple_baseline_analysis,baseline,baseline,0.7,2,1,0.6567763902763903,0.6567763902763903,0.6,0.6,0.6567763902763903,,,0.2811895630962356,180.0,0.1228349528409947,29.0,10.0,0.2741487920284271,0.5814635753631592,-0.0239413902163505,1.793993715077782,5.09,104.0,2043.0,0.7702,0.8571,True,0.5481917875508467,Tragedy,8.0,0.0,0.2859509019106948,0.0724057909169355,0.7702,"0.4692,0.7282,0.4128,0.7072,0.3059,0.984,0.0199,0.7584","0.4055,0.3713,0.2749,0.3512,0.2879,0.3935,0.1712,0.2992",5/5,5.0,5.0,1.0,10.0,24.0,2043.0,187.0,50.0,58.23,2655.0,0.040887,0.6567763902763903